name,integer_ops,flops,FAdd,FMul,memory_ops,loads,stores,branch_ops,uncond_branch_ops,cond_branch_ops,comparison,cpu_ops,total_ops,vector_ops
jacobi-1d-imper_N2600_2500,168880408,19484400,12989600,6494800,168890807,142903802,25987005,38987003,25989601,12997401,12997401,38968800,396242618,4867200
jacobi-1d-imper_N2600_2600,175640408,20264400,13509600,6754800,175650807,148623802,27027005,40547003,27029601,13517401,13517401,40528800,412102618,5062200
jacobi-1d-imper_N2600_2700,182400408,21044400,14029600,7014800,182410807,154343802,28067005,42107003,28069601,14037401,14037401,42088800,427962618,5257200
jacobi-1d-imper_N2600_2800,189160408,21824400,14549600,7274800,189170807,160063802,29107005,43667003,29109601,14557401,14557401,43648800,443822618,5452200
jacobi-1d-imper_N2600_2900,195920408,22604400,15069600,7534800,195930807,165783802,30147005,45227003,30149601,15077401,15077401,45208800,459682618,5647200
jacobi-1d-imper_N2600_3000,202680408,23384400,15589600,7794800,202690807,171503802,31187005,46787003,31189601,15597401,15597401,46768800,475542618,5842200
jacobi-1d-imper_N2600_3100,209440408,24164400,16109600,8054800,209450807,177223802,32227005,48347003,32229601,16117401,16117401,48328800,491402618,6037200
jacobi-1d-imper_N2600_3200,216200408,24944400,16629600,8314800,216210807,182943802,33267005,49907003,33269601,16637401,16637401,49888800,507262618,6232200
jacobi-1d-imper_N2600_3300,222960408,25724400,17149600,8574800,222970807,188663802,34307005,51467003,34309601,17157401,17157401,51448800,523122618,6427200
jacobi-1d-imper_N2600_3400,229720408,26504400,17669600,8834800,229730807,194383802,35347005,53027003,35349601,17677401,17677401,53008800,538982618,6622200
jacobi-1d-imper_N2600_3500,236480408,27284400,18189600,9094800,236490807,200103802,36387005,54587003,36389601,18197401,18197401,54568800,554842618,6817200
jacobi-1d-imper_N2600_3600,243240408,28064400,18709600,9354800,243250807,205823802,37427005,56147003,37429601,18717401,18717401,56128800,570702618,7012200
jacobi-1d-imper_N2600_3700,250000408,28844400,19229600,9614800,250010807,211543802,38467005,57707003,38469601,19237401,19237401,57688800,586562618,7207200
jacobi-1d-imper_N2600_3800,256760408,29624400,19749600,9874800,256770807,217263802,39507005,59267003,39509601,19757401,19757401,59248800,602422618,7402200
jacobi-1d-imper_N2600_3900,263520408,30404400,20269600,10134800,263530807,222983802,40547005,60827003,40549601,20277401,20277401,60808800,618282618,7597200
jacobi-1d-imper_N2600_4000,270280408,31184400,20789600,10394800,270290807,228703802,41587005,62387003,41589601,20797401,20797401,62368800,634142618,7792200
jacobi-1d-imper_N2700_32,2122208,243000,162000,81000,2133007,1800902,332105,504903,334801,170101,170101,486000,5003118,56700
jacobi-1d-imper_N2700_64,4368608,502200,334800,167400,4379407,3701702,677705,1023303,680401,342901,342901,1004400,10273518,121500
jacobi-1d-imper_N2700_128,8861408,1020600,680400,340200,8872207,7503302,1368905,2060103,1371601,688501,688501,2041200,20814318,251100
jacobi-1d-imper_N2700_256,17847008,2057400,1371600,685800,17857807,15106502,2751305,4133703,2754001,1379701,1379701,4114800,41895918,510300
jacobi-1d-imper_N2700_300,20935808,2413800,1609200,804600,20946607,17720102,3226505,4846503,3229201,1617301,1617301,4827600,49142718,599400
jacobi-1d-imper_N2700_400,27955808,3223800,2149200,1074600,27966607,23660102,4306505,6466503,4309201,2157301,2157301,6447600,65612718,801900
jacobi-1d-imper_N2700_512,35818208,4131000,2754000,1377000,35829007,30312902,5516105,8280903,5518801,2762101,2762101,8262000,84059118,1028700
jacobi-1d-imper_N2700_600,41995808,4843800,3229200,1614600,42006607,35540102,6466505,9706503,6469201,3237301,3237301,9687600,98552718,1206900
jacobi-1d-imper_N2700_700,49015808,5653800,3769200,1884600,49026607,41480102,7546505,11326503,7549201,3777301,3777301,11307600,115022718,1409400
jacobi-1d-imper_N2700_800,56035808,6463800,4309200,2154600,56046607,47420102,8626505,12946503,8629201,4317301,4317301,12927600,131492718,1611900
jacobi-1d-imper_N2700_900,63055808,7273800,4849200,2424600,63066607,53360102,9706505,14566503,9709201,4857301,4857301,14547600,147962718,1814400
jacobi-1d-imper_N2700_1024,71760608,8278200,5518800,2759400,71771407,60725702,11045705,16575303,11048401,5526901,5526901,16556400,168385518,2065500
jacobi-1d-imper_N2700_1100,77095808,8893800,5929200,2964600,77106607,65240102,11866505,17806503,11869201,5937301,5937301,17787600,180902718,2219400
jacobi-1d-imper_N2700_1200,84115808,9703800,6469200,3234600,84126607,71180102,12946505,19426503,12949201,6477301,6477301,19407600,197372718,2421900
jacobi-1d-imper_N2700_1300,91135808,10513800,7009200,3504600,91146607,77120102,14026505,21046503,14029201,7017301,7017301,21027600,213842718,2624400
jacobi-1d-imper_N2700_1400,98155808,11323800,7549200,3774600,98166607,83060102,15106505,22666503,15109201,7557301,7557301,22647600,230312718,2826900
jacobi-1d-imper_N2700_1500,105175808,12133800,8089200,4044600,105186607,89000102,16186505,24286503,16189201,8097301,8097301,24267600,246782718,3029400
jacobi-1d-imper_N2700_1600,112195808,12943800,8629200,4314600,112206607,94940102,17266505,25906503,17269201,8637301,8637301,25887600,263252718,3231900
jacobi-1d-imper_N2700_1700,119215808,13753800,9169200,4584600,119226607,100880102,18346505,27526503,18349201,9177301,9177301,27507600,279722718,3434400
jacobi-1d-imper_N2700_1800,126235808,14563800,9709200,4854600,126246607,106820102,19426505,29146503,19429201,9717301,9717301,29127600,296192718,3636900
jacobi-1d-imper_N2700_1900,133255808,15373800,10249200,5124600,133266607,112760102,20506505,30766503,20509201,10257301,10257301,30747600,312662718,3839400
jacobi-1d-imper_N2700_2000,140275808,16183800,10789200,5394600,140286607,118700102,21586505,32386503,21589201,10797301,10797301,32367600,329132718,4041900
jacobi-1d-imper_N2700_2100,147295808,16993800,11329200,5664600,147306607,124640102,22666505,34006503,22669201,11337301,11337301,33987600,345602718,4244400
jacobi-1d-imper_N2700_2200,154315808,17803800,11869200,5934600,154326607,130580102,23746505,35626503,23749201,11877301,11877301,35607600,362072718,4446900
jacobi-1d-imper_N2700_2300,161335808,18613800,12409200,6204600,161346607,136520102,24826505,37246503,24829201,12417301,12417301,37227600,378542718,4649400
jacobi-1d-imper_N2700_2400,168355808,19423800,12949200,6474600,168366607,142460102,25906505,38866503,25909201,12957301,12957301,38847600,395012718,4851900
jacobi-1d-imper_N2700_2500,175375808,20233800,13489200,6744600,175386607,148400102,26986505,40486503,26989201,13497301,13497301,40467600,411482718,5054400
jacobi-1d-imper_N2700_2600,182395808,21043800,14029200,7014600,182406607,154340102,28066505,42106503,28069201,14037301,14037301,42087600,427952718,5256900
jacobi-1d-imper_N2700_2700,189415808,21853800,14569200,7284600,189426607,160280102,29146505,43726503,29149201,14577301,14577301,43707600,444422718,5459400
jacobi-1d-imper_N2700_2800,196435808,22663800,15109200,7554600,196446607,166220102,30226505,45346503,30229201,15117301,15117301,45327600,460892718,5661900
jacobi-1d-imper_N2700_2900,203455808,23473800,15649200,7824600,203466607,172160102,31306505,46966503,31309201,15657301,15657301,46947600,477362718,5864400
jacobi-1d-imper_N2700_3000,210475808,24283800,16189200,8094600,210486607,178100102,32386505,48586503,32389201,16197301,16197301,48567600,493832718,6066900
jacobi-1d-imper_N2700_3100,217495808,25093800,16729200,8364600,217506607,184040102,33466505,50206503,33469201,16737301,16737301,50187600,510302718,6269400
jacobi-1d-imper_N2700_3200,224515808,25903800,17269200,8634600,224526607,189980102,34546505,51826503,34549201,17277301,17277301,51807600,526772718,6471900
jacobi-1d-imper_N2700_3300,231535808,26713800,17809200,8904600,231546607,195920102,35626505,53446503,35629201,17817301,17817301,53427600,543242718,6674400
jacobi-1d-imper_N2700_3400,238555808,27523800,18349200,9174600,238566607,201860102,36706505,55066503,36709201,18357301,18357301,55047600,559712718,6876900
jacobi-1d-imper_N2700_3500,245575808,28333800,18889200,9444600,245586607,207800102,37786505,56686503,37789201,18897301,18897301,56667600,576182718,7079400
jacobi-1d-imper_N2700_3600,252595808,29143800,19429200,9714600,252606607,213740102,38866505,58306503,38869201,19437301,19437301,58287600,592652718,7281900
jacobi-1d-imper_N2700_3700,259615808,29953800,19969200,9984600,259626607,219680102,39946505,59926503,39949201,19977301,19977301,59907600,609122718,7484400
jacobi-1d-imper_N2700_3800,266635808,30763800,20509200,10254600,266646607,225620102,41026505,61546503,41029201,20517301,20517301,61527600,625592718,7686900
jacobi-1d-imper_N2700_3900,273655808,31573800,21049200,10524600,273666607,231560102,42106505,63166503,42109201,21057301,21057301,63147600,642062718,7889400
jacobi-1d-imper_N2700_4000,280675808,32383800,21589200,10794600,280686607,237500102,43186505,64786503,43189201,21597301,21597301,64767600,658532718,8091900
jacobi-1d-imper_N2800_32,2200808,252000,168000,84000,2212007,1867602,344405,523603,347201,176401,176401,504000,5188418,58800
jacobi-1d-imper_N2800_64,4530408,520800,347200,173600,4541607,3838802,702805,1061203,705601,355601,355601,1041600,10654018,126000
jacobi-1d-imper_N2800_128,9189608,1058400,705600,352800,9200807,7781202,1419605,2136403,1422401,714001,714001,2116800,21585218,260400
jacobi-1d-imper_N2800_256,18508008,2133600,1422400,711200,18519207,15666002,2853205,4286803,2856001,1430801,1430801,4267200,43447618,529200
jacobi-1d-imper_N2800_300,21711208,2503200,1668800,834400,21722407,18376402,3346005,5026003,3348801,1677201,1677201,5006400,50962818,621600
jacobi-1d-imper_N2800_400,28991208,3343200,2228800,1114400,29002407,24536402,4466005,6706003,4468801,2237201,2237201,6686400,68042818,831600
jacobi-1d-imper_N2800_512,37144808,4284000,2856000,1428000,37156007,31435602,5720405,8587603,5723201,2864401,2864401,8568000,87172418,1066800
jacobi-1d-imper_N2800_600,43551208,5023200,3348800,1674400,43562407,36856402,6706005,10066003,6708801,3357201,3357201,10046400,102202818,1251600
jacobi-1d-imper_N2800_700,50831208,5863200,3908800,1954400,50842407,43016402,7826005,11746003,7828801,3917201,3917201,11726400,119282818,1461600
jacobi-1d-imper_N2800_800,58111208,6703200,4468800,2234400,58122407,49176402,8946005,13426003,8948801,4477201,4477201,13406400,136362818,1671600
jacobi-1d-imper_N2800_900,65391208,7543200,5028800,2514400,65402407,55336402,10066005,15106003,10068801,5037201,5037201,15086400,153442818,1881600
jacobi-1d-imper_N2800_1024,74418408,8584800,5723200,2861600,74429607,62974802,11454805,17189203,11457601,5731601,5731601,17169600,174622018,2142000
jacobi-1d-imper_N2800_1100,79951208,9223200,6148800,3074400,79962407,67656402,12306005,18466003,12308801,6157201,6157201,18446400,187602818,2301600
jacobi-1d-imper_N2800_1200,87231208,10063200,6708800,3354400,87242407,73816402,13426005,20146003,13428801,6717201,6717201,20126400,204682818,2511600
jacobi-1d-imper_N2800_1300,94511208,10903200,7268800,3634400,94522407,79976402,14546005,21826003,14548801,7277201,7277201,21806400,221762818,2721600
jacobi-1d-imper_N2800_1400,101791208,11743200,7828800,3914400,101802407,86136402,15666005,23506003,15668801,7837201,7837201,23486400,238842818,2931600
jacobi-1d-imper_N2800_1500,109071208,12583200,8388800,4194400,109082407,92296402,16786005,25186003,16788801,8397201,8397201,25166400,255922818,3141600
jacobi-1d-imper_N2800_1600,116351208,13423200,8948800,4474400,116362407,98456402,17906005,26866003,17908801,8957201,8957201,26846400,273002818,3351600
jacobi-1d-imper_N2800_1700,123631208,14263200,9508800,4754400,123642407,104616402,19026005,28546003,19028801,9517201,9517201,28526400,290082818,3561600
jacobi-1d-imper_N2800_1800,130911208,15103200,10068800,5034400,130922407,110776402,20146005,30226003,20148801,10077201,10077201,30206400,307162818,3771600
jacobi-1d-imper_N2800_1900,138191208,15943200,10628800,5314400,138202407,116936402,21266005,31906003,21268801,10637201,10637201,31886400,324242818,3981600
jacobi-1d-imper_N2800_2000,145471208,16783200,11188800,5594400,145482407,123096402,22386005,33586003,22388801,11197201,11197201,33566400,341322818,4191600
jacobi-1d-imper_N2800_2100,152751208,17623200,11748800,5874400,152762407,129256402,23506005,35266003,23508801,11757201,11757201,35246400,358402818,4401600
jacobi-1d-imper_N2800_2200,160031208,18463200,12308800,6154400,160042407,135416402,24626005,36946003,24628801,12317201,12317201,36926400,375482818,4611600
jacobi-1d-imper_N2800_2300,167311208,19303200,12868800,6434400,167322407,141576402,25746005,38626003,25748801,12877201,12877201,38606400,392562818,4821600
jacobi-1d-imper_N2800_2400,174591208,20143200,13428800,6714400,174602407,147736402,26866005,40306003,26868801,13437201,13437201,40286400,409642818,5031600
jacobi-1d-imper_N2800_2500,181871208,20983200,13988800,6994400,181882407,153896402,27986005,41986003,27988801,13997201,13997201,41966400,426722818,5241600
jacobi-1d-imper_N2800_2600,189151208,21823200,14548800,7274400,189162407,160056402,29106005,43666003,29108801,14557201,14557201,43646400,443802818,5451600
jacobi-1d-imper_N2800_2700,196431208,22663200,15108800,7554400,196442407,166216402,30226005,45346003,30228801,15117201,15117201,45326400,460882818,5661600
jacobi-1d-imper_N2800_2800,203711208,23503200,15668800,7834400,203722407,172376402,31346005,47026003,31348801,15677201,15677201,47006400,477962818,5871600
jacobi-1d-imper_N2800_2900,210991208,24343200,16228800,8114400,211002407,178536402,32466005,48706003,32468801,16237201,16237201,48686400,495042818,6081600
jacobi-1d-imper_N2800_3000,218271208,25183200,16788800,8394400,218282407,184696402,33586005,50386003,33588801,16797201,16797201,50366400,512122818,6291600
jacobi-1d-imper_N2800_3100,225551208,26023200,17348800,8674400,225562407,190856402,34706005,52066003,34708801,17357201,17357201,52046400,529202818,6501600
jacobi-1d-imper_N2800_3200,232831208,26863200,17908800,8954400,232842407,197016402,35826005,53746003,35828801,17917201,17917201,53726400,546282818,6711600
jacobi-1d-imper_N2800_3300,240111208,27703200,18468800,9234400,240122407,203176402,36946005,55426003,36948801,18477201,18477201,55406400,563362818,6921600
jacobi-1d-imper_N2800_3400,247391208,28543200,19028800,9514400,247402407,209336402,38066005,57106003,38068801,19037201,19037201,57086400,580442818,7131600
jacobi-1d-imper_N2800_3500,254671208,29383200,19588800,9794400,254682407,215496402,39186005,58786003,39188801,19597201,19597201,58766400,597522818,7341600
jacobi-1d-imper_N2800_3600,261951208,30223200,20148800,10074400,261962407,221656402,40306005,60466003,40308801,20157201,20157201,60446400,614602818,7551600
jacobi-1d-imper_N2800_3700,269231208,31063200,20708800,10354400,269242407,227816402,41426005,62146003,41428801,20717201,20717201,62126400,631682818,7761600
jacobi-1d-imper_N2800_3800,276511208,31903200,21268800,10634400,276522407,233976402,42546005,63826003,42548801,21277201,21277201,63806400,648762818,7971600
jacobi-1d-imper_N2800_3900,283791208,32743200,21828800,10914400,283802407,240136402,43666005,65506003,43668801,21837201,21837201,65486400,665842818,8181600
jacobi-1d-imper_N2800_4000,291071208,33583200,22388800,11194400,291082407,246296402,44786005,67186003,44788801,22397201,22397201,67166400,682922818,8391600
jacobi-1d-imper_N2900_32,2279408,261000,174000,87000,2291007,1934302,356705,542303,359601,182701,182701,522000,5373718,60900
jacobi-1d-imper_N2900_64,4692208,539400,359600,179800,4703807,3975902,727905,1099103,730801,368301,368301,1078800,11034518,130500
jacobi-1d-imper_N2900_128,9517808,1096200,730800,365400,9529407,8059102,1470305,2212703,1473201,739501,739501,2192400,22356118,269700
jacobi-1d-imper_N2900_256,19169008,2209800,1473200,736600,19180607,16225502,2955105,4439903,2958001,1481901,1481901,4419600,44999318,548100
jacobi-1d-imper_N2900_300,22486608,2592600,1728400,864200,22498207,19032702,3465505,5205503,3468401,1737101,1737101,5185200,52782918,643800
jacobi-1d-imper_N2900_400,30026608,3462600,2308400,1154200,30038207,25412702,4625505,6945503,4628401,2317101,2317101,6925200,70472918,861300
jacobi-1d-imper_N2900_512,38471408,4437000,2958000,1479000,38483007,32558302,5924705,8894303,5927601,2966701,2966701,8874000,90285718,1104900
jacobi-1d-imper_N2900_600,45106608,5202600,3468400,1734200,45118207,38172702,6945505,10425503,6948401,3477101,3477101,10405200,105852918,1296300
jacobi-1d-imper_N2900_700,52646608,6072600,4048400,2024200,52658207,44552702,8105505,12165503,8108401,4057101,4057101,12145200,123542918,1513800
